Text 1,Text 2,Link Count
Exodus,Rashi on Exodus,202
Mishnah Yevamot,Yevamot,202
Beit Yosef,Niddah,202
Avodah Zarah,"Mishneh Torah, Foreign Worship and Customs of the Nations",202
Beit Yosef,Pesachim,202
"Mishneh Torah, Foreign Worship and Customs of the Nations",Sefer Mitzvot Gadol,201
Bava Kamma,Torah Temimah on Torah,201
"Mishneh Torah, Levirate Marriage and Release",Tur,201
Bava Batra,"Mishneh Torah, Neighbors",201
"Mishneh Torah, Plaintiff and Defendant",Tur,201
Deuteronomy,Sefer HaMitzvot,201
Kedushat Levi,Psalms,200
Beitzah,Sefer Mitzvot Gadol,200
Jastrow,Tosefta Shevi'it,200
Gittin,Tosafot on Gittin,199
Akeidat Yitzchak,Leviticus,199
Exodus,Kad HaKemach,199
"Mishneh Torah, Forbidden Intercourse","Shulchan Arukh, Yoreh De'ah",199
Ein Yaakov,Jeremiah,198
Eruvin,Eruvin,198
Proverbs,Tikkunei Zohar,198
Deuteronomy,Sifra,198
"Mishneh Torah, Vows",Sefer Mitzvot Gadol,198
Genesis,Radak on Genesis,197
Sefer Hamitzvot of Rasag,Sefer Mitzvot Katan,197
Deuteronomy,Megaleh Amukot,197
Jastrow,Mishnah Negaim,197
Jastrow,Mishnah Bava Batra,197
Rosh Hashanah,Sefer Mitzvot Gadol,197
Bamidbar Rabbah,Leviticus,197
Exodus,Zohar Chadash,196
Mahberet Menachem,Song of Songs,196
Jastrow,Sifrei Bamidbar,195
Genesis,Kad HaKemach,195
Deuteronomy,Guide for the Perplexed,195
Deuteronomy,Kedushat Levi,195
Messilat Yesharim,Psalms,195
Genesis,Sanhedrin,195
Rashi on Yevamot,Yevamot,195
Bereishit Rabbah,Job,194
Numbers,Sotah,194
Bava Metzia,"Mishneh Torah, Sales",194
Deuteronomy,Likutei Halachot,194
Exodus,Tur HaAroch,194
Menachot,Numbers,194
Sefer Mitzvot Gadol,Sotah,193
Exodus,Likutei Halachot,193
Deuteronomy,Tikkunei Zohar,193
Deuteronomy,"Mishneh Torah, Negative Mitzvot",193
Deuteronomy,Ramban on Exodus,193
Sefer HaTashbetz,Yevamot,193
Daniel,Jastrow,193
Exodus,Steinsaltz on Bava Kamma,192
Genesis,Otzar Midrashim,192
Berakhot,Psalms,192
Esther,Ohr Chadash,191
Avodah Zarah,Tosafot on Avodah Zarah,191
Sifrei Bamidbar,Sifrei Bamidbar,191
Midrash Tehillim,Proverbs,191
Birkat Asher on Torah,Genesis,191
Psalms,Shaarei Orah,190
Orchot Tzadikim,Proverbs,190
Bereishit Rabbah,Proverbs,190
Bava Batra,"Shulchan Arukh, Even HaEzer",190
Gittin,Teshuvot Maharam,190
Bamidbar Rabbah,Bamidbar Rabbah,189
I Kings,Mahberet Menachem,189
Pele Yoetz,Pirkei Avot,189
Chizkuni,Leviticus,189
Leviticus,Steinsaltz on Sanhedrin,189
Bereishit Rabbah,Vayikra Rabbah,189
Esther,Megillah,189
Commentary on Sefer Hamitzvot of Rasag,Pesachim,188
Sefer Mitzvot Katan,Tur,188
Bereishit Rabbah,Deuteronomy,188
Exodus,Malbim on Leviticus,188
Exodus,Vayikra Rabbah,188
Bamidbar Rabbah,Sifrei Bamidbar,187
Menachot,Tosafot on Zevachim,187
Isaiah,Pesikta Rabbati,187
Ecclesiastes,Yismach Moshe,186
Exodus,Pesachim,186
Bereishit Rabbah,Exodus,186
Gittin,Rashba on Gittin,186
Exodus,Guide for the Perplexed,185
Exodus,Pesikta Rabbati,185
Sefer HaTashbetz,Shabbat,185
Mishnah Shabbat,Shabbat,185
Yevamot,Yevamot,185
Genesis,Siftei Chakhamim,185
Jastrow,Mishnah Pesachim,184
"Shulchan Arukh, Even HaEzer","Shulchan Arukh, Even HaEzer",184
Pesikta D'Rav Kahanna,Psalms,184
Jastrow,Job,184
Akeidat Yitzchak,Shabbat,184
Bereishit Rabbah,Otzar Midrashim,184
Midrash Tanchuma,Rashi on Numbers,183
"Mishneh Torah, Ownerless Property and Gifts",Sefer Mitzvot Gadol,182
Bava Batra,Rashbam on Bava Batra,182
Megaleh Amukot,Numbers,181
Ezekiel,Shenei Luchot HaBerit,181
Berakhot,Likutei Halachot,181
Genesis,Likutei Halachot,181
Mekhilta d'Rabbi Yishmael,Sifrei Bamidbar,181
Hosea,Mahberet Menachem,180
Numbers,Sanhedrin,180
"Mishneh Torah, Eruvin",Tur,180
Avodah Zarah,Pri Tzadik,179
Akeidat Yitzchak,Pirkei Avot,177
Deuteronomy,Shemot Rabbah,177
Bava Batra,"Mishneh Torah, Creditor and Debtor",177
Likutei Moharan,Numbers,177
"Mishneh Torah, Levirate Marriage and Release",Sefer Mitzvot Gadol,176
Ketubot,Teshuvot HaRivash,176
Judges,Mahberet Menachem,176
Menachot,Rashi on Menachot,176
Deuteronomy,Steinsaltz on Sotah,176
Psalms,Shir HaShirim Rabbah,175
II Samuel,Mahberet Menachem,175
Shenei Luchot HaBerit,Song of Songs,175
Exodus,Torat HaOlah,175
"Mishneh Torah, Prayer and the Priestly Blessing",Sefer Mitzvot Gadol,175
Exodus,Shem MiShmuel,175
Otzar Midrashim,Sanhedrin,174
Jeremiah,Midrash Tanchuma Buber,174
Deuteronomy,Siftei Chakhamim,174
Nedarim,Rif Nedarim,173
Ein Yaakov,Job,173
Berakhot,Pele Yoetz,173
Jastrow,Mishnah Sotah,173
Horayot,Jastrow,173
Duties of the Heart,Proverbs,173
"Mishneh Torah, Divorce",Yevamot,173
Shir HaShirim Rabbah,Shir HaShirim Rabbah,172
Lamentations,Midrash Lekach Tov on Lamentations,172
Daniel,Zohar,172
Ein Yaakov (Glick Edition),Jeremiah,171
Daniel,Rabbeinu Bahya,171
Pirkei Avot,Yismach Moshe,171
"Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll",Tur,171
Leviticus,Shevuot,171
"Mishneh Torah, Those Who Defile Bed or Seat",Niddah,171
Exodus,Steinsaltz on Sanhedrin,171
Mekhilta d'Rabbi Yishmael,Otzar Midrashim,170
Isaiah,Vayikra Rabbah,170
Psalms,Shabbat Siddur Sefard Linear,170
Rabbeinu Bahya,Sanhedrin,170
I Samuel,Rabbeinu Bahya,169
"Mishneh Torah, Neighbors","Shulchan Arukh, Choshen Mishpat",169
Megaleh Amukot,Zohar,169
Exodus,Sefer Hamitzvot of Rasag,169
Kiddushin,"Shulchan Arukh, Yoreh De'ah",169
Shemot Rabbah,Shemot Rabbah,169
Taanit,Tur,168
HaKtav VeHaKabalah,Job,168
Bereishit Rabbah,Radak on Genesis,167
Bava Batra,Mishnah Bava Batra,167
Shabbat,Shabbat,167
"Mishneh Torah, Negative Mitzvot",Sefer Mitzvot Katan,167
Ecclesiastes,Rabbeinu Bahya,167
"Mishneh Torah, Testimony","Shulchan Arukh, Choshen Mishpat",167
Gittin,Teshuvot HaRivash,167
Menachot,Mishnah Menachot,166
"Mishneh Torah, One Who Injures a Person or Property","Shulchan Arukh, Choshen Mishpat",166
Jastrow,Ruth Rabbah,166
Bach,Shabbat,165
Shemot Rabbah,Yismach Moshe,165
Kav HaYashar,Psalms,165
Bava Metzia,Torah Temimah on Torah,165
Eruvin,Mishnah Eruvin,164
Bekhorot,Leviticus,164
Genesis,Guide for the Perplexed,164
Bava Metzia,Teshuvot HaRivash,164
Beit Yosef,Menachot,164
Jeremiah,Otzar Midrashim,164
Bava Kamma,Bava Kamma,164
Ezekiel,Midrash Tanchuma Buber,163
Numbers,Steinsaltz on Sotah,163
Lamentations,Shenei Luchot HaBerit,163
Likutei Moharan,Sanhedrin,163
Kedushat Levi,Numbers,163
Pesikta D'Rav Kahanna,Pesikta D'Rav Kahanna,163
Jastrow,Mishnah Bava Kamma,163
Jastrow,Mishnah Gittin,163
Akeidat Yitzchak,Sanhedrin,162
Isaiah,Torah Temimah on Torah,162
"Shulchan Arukh, Orach Chayim",Taanit,162
Bamidbar Rabbah,Otzar Midrashim,161
Bava Batra,Shenei Luchot HaBerit,161
"Mishneh Torah, Testimony",Tur,161
Bekhorot,"Mishneh Torah, Firstlings",161
Genesis,Ibn Ezra on Isaiah,161
Messilat Yesharim,Proverbs,161
Mekhilta DeRabbi Shimon Bar Yochai,Psalms,161
"Mishneh Torah, Mourning",Sefer Mitzvot Gadol,160
Isaiah,Netzach Yisrael,160
Psalms,Torah Temimah on Torah,160
Zevachim,Zevachim,160
Esther,Steinsaltz on Megillah,160
Jastrow,Mishnah Peah,160
Mishnah Zevachim,Zevachim,159
Chagigah,Pri Tzadik,159
Footnotes to Teshuvot haRashba part VII,Teshuvot haRashba part VII,159
"Mishneh Torah, Foreign Worship and Customs of the Nations","Shulchan Arukh, Yoreh De'ah",159
Chullin,Mishnah Chullin,159
Niddah,Tosafot on Niddah,159
Genesis,Steinsaltz on Sanhedrin,159
Ibn Ezra on Isaiah,Psalms,158
Numbers,Sefer HaChinukh,158
"Shulchan Arukh, Yoreh De'ah","Shulchan Arukh, Yoreh De'ah",158
"Mishneh Torah, Plaintiff and Defendant",Sefer Mitzvot Gadol,158
Ezekiel,Jastrow,158
Likutei Moharan,Pirkei Avot,158
Jastrow,Mishnah Bekhorot,158
Bava Kamma,Mishnah Bava Kamma,158
Likutei Halachot,Proverbs,158
Pesachim,Tosafot on Pesachim,157
Isaiah,Tanna Debei Eliyahu Rabbah,157
Mishnah Terumot,Tosefta Terumot,157
Bamidbar Rabbah,Bereishit Rabbah,157
Deuteronomy,Makkot,157
"Mishneh Torah, Leavened and Unleavened Bread","Shulchan Arukh, Orach Chayim",157
Pesachim,Tosafot on Menachot,157
Shevuot,Teshuvot Maharam,156
Rosh Hashanah,Tur,156
Makkot,Sefer Mitzvot Gadol,156
Isaiah,Shir HaShirim Rabbah,156
Menachot,Sefer Mitzvot Gadol,156
Genesis,Pesikta Rabbati,155
Jastrow,Mishnah Menachot,155
Isaiah,Sanhedrin,155
Jeremiah,Midrash Lekach Tov,154
Bava Batra,"Mishneh Torah, Plaintiff and Defendant",154
Proverbs,Recanati on the Torah,154
Moed Katan,"Shulchan Arukh, Orach Chayim",154
Exodus,Steinsaltz on Pesachim,154
Jeremiah,Klein Dictionary,153
Leviticus,Temurah,153
"Mishneh Torah, Blessings",Sefer Mitzvot Gadol,153
Midrash Aggadah,Psalms,153
Leviticus,Steinsaltz on Shevuot,153
Nazir,Sefer Mitzvot Gadol,153
Avot D'Rabbi Natan,Jastrow,153
Isaiah,Mekhilta d'Rabbi Yishmael,153
Hosea,Shenei Luchot HaBerit,152
"Mishneh Torah, Service on the Day of Atonement",Yoma,152
Jastrow,Joshua,152
Ein Yaakov (Glick Edition),Job,152
Menachot,"Mishneh Torah, Daily Offerings and Additional Offerings",151
Ketubot,"Maggid Mishneh on Mishneh Torah, Marriage",151
Pele Yoetz,Shabbat,151
Psalms,Radak on Psalms,151
Ketubot,"Shulchan Arukh, Yoreh De'ah",151
Akeidat Yitzchak,I Samuel,151
Ketubot,Mishnah Ketubot,151
Bava Kamma,"Mishneh Torah, Theft",150
Deuteronomy,Kohelet Rabbah,150
Eichah Rabbah,Isaiah,150
Moed Katan,Sefer Mitzvot Gadol,149
Bereishit Rabbah,Shir HaShirim Rabbah,149
"Mishneh Torah, Murderer and the Preservation of Life",Sefer Mitzvot Gadol,149
Teshuvot Maharam,Yevamot,149
Isaiah,Pesikta D'Rav Kahanna,148
"Mishneh Torah, The Sanhedrin and the Penalties within their Jurisdiction",Tur,148
Sifra,Yoma,148
I Samuel,Midrash Tanchuma,148
Mekhilta DeRabbi Shimon Bar Yochai,Mekhilta DeRabbi Shimon Bar Yochai,148
Avodah Zarah,Beit Yosef,148
"Mishneh Torah, Hiring",Tur,148
Deuteronomy,Tur HaAroch,148
I Samuel,Zohar,148
Proverbs,Zohar Chadash,147
Commentary on Sefer Hamitzvot of Rasag,Yevamot,147
Jastrow,Mishnah Parah,147
"Mishneh Torah, Woman Suspected of Infidelity",Sotah,147
Exodus,Ibn Ezra on Isaiah,147
Exodus,Sefer Mitzvot Katan,147
Jastrow,Mishnah Avodah Zarah,147
Shenei Luchot HaBerit,Yoma,147
Joshua,Rabbeinu Bahya,147
II Kings,Mahberet Menachem,147
Malbim on Leviticus,Numbers,146
Bava Metzia,Shenei Luchot HaBerit,146
Birkat Asher on Torah,Deuteronomy,146
Genesis,Netzach Yisrael,146
Be'er Mayim Chaim,Sotah,146
"Mishneh Torah, Rest on a Holiday",Sefer Mitzvot Gadol,145
Proverbs,Shaarei Teshuvah,145
Kohelet Rabbah,Psalms,145
Job,Likutei Moharan,145
Bekhorot,Sefer Mitzvot Gadol,145
Proverbs,Shemot Rabbah,145
Tanna Debei Eliyahu Rabbah,Tanna Debei Eliyahu Rabbah,145
Zechariah,Zohar,144
"Mishneh Torah, Oaths",Sefer Mitzvot Gadol,144
Bava Metzia,Deuteronomy,144
Leviticus,Pesachim,144
Ben Yehoyada on Berakhot,Psalms,144
Sotah,Tur,144
"Mishneh Torah, One Who Injures a Person or Property",Tur,144
Berakhot,Rabbeinu Bahya,144
Commentary on Sefer Hamitzvot of Rasag,Kiddushin,144
Shabbat,"Shulchan Arukh, Yoreh De'ah",143
"Mishneh Torah, Foreign Worship and Customs of the Nations",Sanhedrin,143
I Samuel,Shenei Luchot HaBerit,143
Tur,Yoma,143
Eruvin,Shabbat,143
Chullin,Pri Tzadik,143
Isaiah,Pirkei DeRabbi Eliezer,143
Numbers,Steinsaltz on Sanhedrin,143
Beit Yosef,Nedarim,142
Sanhedrin,Tosafot on Sanhedrin,142
Jastrow,Tosefta Sotah,141
Beit Yosef,Moed Katan,141
Arukh HaShulchan,Gittin,141
Devarim Rabbah,Psalms,141
Bach,Ketubot,141
Nazir,Numbers,140
I Kings,Midrash Tanchuma,140
Kiddushin,"Mishneh Torah, Forbidden Intercourse",140
Psalms,Sanhedrin,140
Bava Kamma,Sefer HaTashbetz,140
Pesachim,Tosafot on Zevachim,140
Berakhot,Otzar Midrashim,139
Chiddushei Ramban on Yevamot,Yevamot,139
Berakhot,Deuteronomy,139
"Mishneh Torah, The Sanhedrin and the Penalties within their Jurisdiction","Shulchan Arukh, Choshen Mishpat",139
Ein Yaakov,Ezekiel,139
Mekor Mayim Chayim on Baal Shem Tov,Psalms,139
Jastrow,Tosefta Keilim Batra,139
Mishnah Negaim,Sifra,138
Ben Ish Hai,Siddur Edot HaMizrach,138
Bava Batra,Likutei Moharan,138
Tosefta Zevahim,Zevachim,138
B'Mareh HaBazak Volume VII,"Shulchan Arukh, Choshen Mishpat",138
Ezekiel,Tikkunei Zohar,138
Leviticus,Steinsaltz on Bekhorot,138
"Mishneh Torah, Testimony",Sefer Mitzvot Gadol,138
Lamentations,Mahberet Menachem,138
Job,Yismach Moshe,138
B'Mareh HaBazak Volume VII,"Shulchan Arukh, Even HaEzer",138
Isaiah,Shaarei Orah,137
Abarbanel on Torah,Psalms,137
Jastrow,Mishnah Nedarim,137
Bekhorot,Mishnah Bekhorot,137
Psalms,Siddur Edot HaMizrach,137
Jastrow,Temurah,137
Arakhin,"Mishneh Torah, Appraisals and Devoted Property",136
"Shulchan Arukh, Yoreh De'ah",Yevamot,136
Bereishit Rabbah,Kohelet Rabbah,136
Genesis,Mekhilta d'Rabbi Yishmael,136
Gittin,"Shulchan Arukh, Yoreh De'ah",136
Exodus,Sifrei Bamidbar,136
Exodus,Menachot,136
Genesis,Klein Dictionary,136
Keritot,"Mishneh Torah, Offerings for Unintentional Transgressions",136
Genesis,Sifrei Devarim,135
Akeidat Yitzchak,Job,135
Vayikra Rabbah,Vayikra Rabbah,135
Jastrow,Mishnah Mikvaot,135
Berakhot,Torah Temimah on Psalms,135
Exodus,Zevachim,135
Otzar Midrashim,Shemot Rabbah,135
Metzudat Zion on Isaiah,Psalms,135
Psalms,Sefer Chasidim,135
Otzar Midrashim,Pirkei DeRabbi Eliezer,135
Bach,Gittin,134
"Mishneh Torah, Neighbors",Tur,134
Ecclesiastes,Mahberet Menachem,134
B'Mareh HaBazak Volume IV,"Shulchan Arukh, Yoreh De'ah",134
Berakhot,Rashba on Berakhot,134
Chizkuni,Psalms,134
"Mishneh Torah, Hiring",Sefer Mitzvot Gadol,134
"Shulchan Arukh, Choshen Mishpat",Teshuvot HaRivash,134
Menachot,"Shulchan Arukh, Orach Chayim",134
Bach,Berakhot,133
Shevuot,Sifra,133
Bava Metzia,Mishnah Bava Metzia,133
Ein Yaakov,I Kings,133
Leviticus,"Mishneh Torah, Positive Mitzvot",133
Jastrow,Mishnah Zevachim,133
Jastrow,Targum Jonathan on Joshua,132
Deuteronomy,Netzach Yisrael,132
Daniel,Midrash Tanchuma,132
Exodus,Sifrei Devarim,132
Sanhedrin,Sanhedrin,132
Genesis,Ramban on Exodus,132
Jeremiah,Yismach Moshe,132
Leviticus,Siftei Chakhamim,132
Malbim on Leviticus,Zevachim,132
Birkat Asher on Torah,Numbers,131
Beit Yosef,Shevuot,131
Genesis,Pesikta D'Rav Kahanna,131
Jastrow,Mishnah Yevamot,131
"Mishneh Torah, Marriage",Yevamot,131
Mekhilta DeRabbi Shimon Bar Yochai,Otzar Midrashim,131
"Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary","Shulchan Arukh, Yoreh De'ah",130
Kol HaTor,Psalms,130
Psalms,Tanna Debei Eliyahu Rabbah,130
Deuteronomy,Rashi on Sanhedrin,130
Jastrow,Targum Jonathan on Hosea,130
Ketubot,"Mishneh Torah, Forbidden Intercourse",130
Leviticus,Rashi on Sanhedrin,130
Ein Yaakov (Glick Edition),Leviticus,130
"Mishneh Torah, Testimony",Sanhedrin,130
"Mishneh Torah, Leavened and Unleavened Bread",Tur,129
"Mishneh Torah, Rest on a Holiday",Moed Katan,129
Numbers,Tur HaAroch,129
Jeremiah,Midrash Tehillim,129
Judges,Rabbeinu Bahya,129
Orchot Tzadikim,Psalms,129
Gittin,Mishnah Gittin,129
Isaiah,Megaleh Amukot,129
Rabbeinu Bahya,Song of Songs,129
Megillah,"Mishneh Torah, Prayer and the Priestly Blessing",129
Bava Kamma,"Ketzot HaChoshen on Shulchan Arukh, Choshen Mishpat",129
Chullin,Shenei Luchot HaBerit,128
Bava Metzia,Sefer HaChinukh,128
Deuteronomy,Steinsaltz on Chullin,128
"Mishneh Torah, Oaths","Shulchan Arukh, Yoreh De'ah",128
Tosefta Yevamot,Yevamot,128
"Shulchan Arukh, Orach Chayim","Shulchan Arukh, Yoreh De'ah",128
Bava Batra,Torah Temimah on Torah,128
Psalms,Steinsaltz on Sanhedrin,128
Mekhilta DeRabbi Shimon Bar Yochai,Sifra,128
Ecclesiastes,Likutei Moharan,128
Bach,Eruvin,127
Rashi on Sanhedrin,Sanhedrin,127
Beit Yosef,Beitzah,127
Netzach Yisrael,Psalms,127
Exodus,Ramban on Deuteronomy,127
Shabbat,Tosefta Shabbat,127
Chullin,Sefer HaTashbetz,127
Jastrow,Tosefta Bava Batra,127
"Mishneh Torah, Inheritances","Shulchan Arukh, Choshen Mishpat",127
Deuteronomy,Vayikra Rabbah,126
Beit Yosef,Kiddushin,126
Deuteronomy,Zohar Chadash,126
Jastrow,Mishnah Niddah,126
Numbers,Rashi on Numbers,126
"Mishneh Torah, Positive Mitzvot",Sefer Hamitzvot of Rasag,126
Bach,Bava Metzia,126
Mishnah Oholot,Tosefta Ohalot,126
Eruvin,Sukkah,126
Klein Dictionary,Proverbs,125
Jastrow,Tosefta Terumot,125
Chullin,Chullin,125
Vayikra Rabbah,Yismach Moshe,125
"Mishneh Torah, One Who Injures a Person or Property",Sefer Mitzvot Gadol,125
Psalms,Steinsaltz on Berakhot,125
Job,Otzar Midrashim,125
Deuteronomy,Sifrei Bamidbar,125
Jastrow,Jeremiah,124
Deuteronomy,Mekhilta DeRabbi Shimon Bar Yochai,124
Akeidat Yitzchak,Ezekiel,124
Exodus,Shabbat,124
Exodus,Ramban on Leviticus,124
Jastrow,Mishnah Eruvin,124
Duties of the Heart,Isaiah,124
Psalms,Siddur Ashkenaz,124
Numbers,Otzar Midrashim,124
Psalms,Sifrei Devarim,123
Otzar Midrashim,Shabbat,123
"Mishneh Torah, Inheritances",Tur,123
Kad HaKemach,Leviticus,123
Arvei Nachal,Bereishit Rabbah,123
Bava Batra,"Shulchan Arukh, Yoreh De'ah",123
Bava Kamma,Leviticus,123
Meilah,"Mishneh Torah, Trespass",123
Shabbat,Teshuvot Maharam,123
HaKtav VeHaKabalah,I Samuel,123
Jastrow,Tosefta Bava Kamma,122
Ein Yaakov (Glick Edition),Ezekiel,122
Bava Batra,"Ketzot HaChoshen on Shulchan Arukh, Choshen Mishpat",122
Jastrow,Mishnah Maasrot,122
Sefer Yereim,Shabbat,122
"Mishneh Torah, Oaths",Tur,122
Likutei Halachot,Shabbat,122
Mishnah Sanhedrin,Sanhedrin,122
I Samuel,Midrash Tanchuma Buber,122
Ezekiel,HaKtav VeHaKabalah,122
"Mishneh Torah, Torah Study","Shulchan Arukh, Yoreh De'ah",122
Chullin,Sefer HaChinukh,122
Exodus,Ramban on Genesis,121
II Samuel,Zohar,121
Leviticus,Steinsaltz on Arakhin,121
Mekhilta d'Rabbi Yishmael,Sifra,121
Teshuvot HaRivash,Yevamot,121
Ketubot,Ketubot,121
Kiddushin,"Shulchan Arukh, Choshen Mishpat",121
HaKtav VeHaKabalah,Proverbs,120
"Mishneh Torah, Fasts",Taanit,120
Psalms,Shemirat HaLashon,120
Mishnah Pesachim,Pesachim,120
Kiddushin,"Mishneh Torah, Slaves",120
Pesikta D'Rav Kahanna,Vayikra Rabbah,120
HaEmunot veHaDeot,Psalms,120
Genesis,Shir HaShirim Rabbah,120
Isaiah,Steinsaltz on Sanhedrin,120
Ein Yaakov (Glick Edition),I Kings,120
Menachot,"Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll",120
Bava Metzia,Leviticus,120
HaKtav VeHaKabalah,Jeremiah,119
Chullin,"Mishneh Torah, Other Sources of Defilement",119
Leviticus,Sifrei Bamidbar,119
Avodah Zarah,Torah Temimah on Torah,119
Menachot,Menachot,119
Arukh HaShulchan,Bava Batra,119
Leviticus,Mekhilta d'Rabbi Yishmael,119
Sukkah,Sukkah,119
Akeidat Yitzchak,I Kings,119
Tosafot on Ketubot,Yevamot,119
Bereishit Rabbah,Numbers,119
Bava Kamma,Shenei Luchot HaBerit,118
Numbers,Steinsaltz on Menachot,118
Bava Kamma,Bava Metzia,118
Arukh HaShulchan,Chullin,118
Megillah,Sefer Mitzvot Gadol,118
Exodus,Gur Aryeh on Bamidbar,118
Daniel,Midrash Tanchuma Buber,118
Isaiah,Radak on Genesis,118
Leviticus,Shabbat,118
Shir HaShirim Rabbah,Vayikra Rabbah,118
Sanhedrin,"Shulchan Arukh, Yoreh De'ah",118
Jastrow,Tosefta Parah,118
Genesis,Shaarei Orah,118
Akeidat Yitzchak,II Samuel,118
Ezekiel,Midrash Lekach Tov,118
I Kings,Midrash Tanchuma Buber,118
Otzar Midrashim,Tanna Debei Eliyahu Rabbah,118
"Mishneh Torah, Reading the Shema","Shulchan Arukh, Orach Chayim",118
Bereishit Rabbah,Jeremiah,117
Aramaic Targum to Song of Songs,Song of Songs,117
Eichah Rabbah,Eichah Rabbah,117
Leviticus,Steinsaltz on Pesachim,117
"Mishneh Torah, Foreign Worship and Customs of the Nations",Tur,117
Jastrow,Tosefta Chullin,117
Psalms,Yaarot Devash I,117
Exodus,Rashi on Numbers,117
"Mishneh Torah, Theft",Tur,116
Numbers,Shem MiShmuel,116
Jastrow,Tosefta Kilaim,116
Ezekiel,Shemot Rabbah,116
Machzor Rosh Hashanah Ashkenaz Linear,Psalms,116
Exodus,Kiddushin,116
Pri Tzadik,Shemot Rabbah,116
Bach,Bava Kamma,116
Guide for the Perplexed,Psalms,116
Isaiah,Midrash Aggadah,116
Numbers,Ramban on Exodus,116
Megillah,Torah Temimah on Torah,116
I Samuel,Midrash Lekach Tov,116
Bava Batra,"Mishneh Torah, Inheritances",115
Deuteronomy,Menachot,115
Ein Yaakov (Glick Edition),I Samuel,115
Arvei Nachal,Berakhot,115
Ketubot,Torah Temimah on Torah,115
Leviticus,Nazir,115
Psalms,Radak on Genesis,115
Ein Yaakov,I Samuel,115
Psalms,Shaarei Teshuvah,115
Bava Kamma,Tosafot on Bava Metzia,115
Mekhilta d'Rabbi Yishmael,Numbers,115
Exodus,"Mishneh Torah, Negative Mitzvot",115
Arukh HaShulchan,Berakhot,115
Pesikta D'Rav Kahanna,Pesikta Rabbati,115
Bava Metzia,Pri Tzadik,115
Leviticus,Sefer HaMitzvot HaKatzar,115
Exodus,Sefer HaMitzvot,114
"Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll","Shulchan Arukh, Orach Chayim",114
Jastrow,Mishnah Tamid,114
Bava Metzia,"Mishneh Torah, Borrowing and Deposit",114
Deuteronomy,"Mishneh Torah, Positive Mitzvot",114
Arukh HaShulchan,Kiddushin,114
Exodus,Yoma,114
Deuteronomy,Duties of the Heart,113
"Shulchan Arukh, Choshen Mishpat","Shulchan Arukh, Even HaEzer",113
"Mishneh Torah, Heave Offerings",Yevamot,113
Psalms,Ramban on Genesis,113
Deuteronomy,Steinsaltz on Makkot,113
Genesis,Gur Aryeh on Shemot,113
Mishnah Nedarim,Nedarim,113
Exodus,Radak on Genesis,113
Joshua,Midrash Tanchuma,113
Shenei Luchot HaBerit,Yevamot,113
Klein Dictionary,Leviticus,112
Ecclesiastes,Ein Yaakov,112
Avodah Zarah,Sefer HaTashbetz,112
Commentary on Sefer Hamitzvot of Rasag,Menachot,112
Leviticus,Tikkunei Zohar,112
II Kings,Rabbeinu Bahya,112
Arukh HaShulchan,Yevamot,112
Bereishit Rabbah,Or HaChaim on Genesis,112
Sanhedrin,Sefer HaTashbetz,112
Sefer HaChinukh,Yevamot,112
Onkelos Genesis,Rashi on Genesis,112
Deuteronomy,Ketubot,112
Likutei Moharan,Sotah,112
Horayot,"Mishneh Torah, Offerings for Unintentional Transgressions",112
Pesachim,Sefer HaTashbetz,112
Megaleh Amukot,Proverbs,112
"Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll","Shulchan Arukh, Yoreh De'ah",111
Shabbat,Tosafot on Menachot,111
Mei HaShiloach,Proverbs,111
"Mishneh Torah, Tefillin, Mezuzah and the Torah Scroll",Sefer Mitzvot Gadol,111
Ecclesiastes,Likutei Halachot,111
Bava Kamma,Rashba on Bava Kamma,111
II Kings,Zohar,111
Mahberet Menachem,Zechariah,111
Megillah,Shenei Luchot HaBerit,111
Bava Batra,Bava Batra,111
Leviticus,Steinsaltz on Kiddushin,111
Shemot Rabbah,Shenei Luchot HaBerit,111
Exodus,Ramban on Numbers,111
Rashi on Leviticus,Zevachim,111
Arukh HaShulchan,Eruvin,111
Deuteronomy,Steinsaltz on Yevamot,111
Kiddushin,Yismach Moshe,111
Eichah Rabbah,Jeremiah,111
Pesachim,"Shulchan Arukh, Yoreh De'ah",111
Numbers,Sefer Mitzvot Gadol,110
Deuteronomy,Pele Yoetz,110
Yismach Moshe,Yoma,110
Bava Batra,Yismach Moshe,110
Avodah Zarah,Deuteronomy,110
Avodah Zarah,Rashba on Avodah Zarah,110
